user_id,age,gender,city,session_duration,pages_viewed,total_clicks,cart_value,discount_applied,payment_method,product_category,device_type,month,purchased
74,31,Female,Houston,25.14,1,12,205.81,1,Debit Card,Clothing,Tablet,Mar,1
75,48,Female,Houston,29.54,6,9,206.85,1,Credit Card,Sports,Desktop,May,1
76,32,Female,Los Angeles,1.96,7,14,77.54,1,PayPal,Clothing,Mobile,Jun,0
77,25,Male,Houston,27.15,0,12,208.59,0,PayPal,Clothing,Mobile,Jan,1
78,31,Male,New York,25.39,8,15,196.42,0,Debit Card,Clothing,Tablet,Jan,0
79,40,Male,Phoenix,5.6,4,14,111.15,0,Credit Card,Home,Mobile,Feb,1
80,57,Male,Phoenix,18.71,6,7,118.32,0,COD,Home,Tablet,Apr,0
81,38,Female,Los Angeles,20.09,4,10,239.13,0,Debit Card,Clothing,Mobile,Mar,1
82,33,Other,Houston,6.28,7,11,65.08,1,COD,Sports,Mobile,Jun,0
83,62,Other,Chicago,14.51,11,9,160.64,1,Credit Card,Home,Mobile,May,1
84,35,Female,New York,16.25,8,22,177.79,0,PayPal,Electronics,Desktop,Jun,1
85,64,Female,Los Angeles,6.36,10,7,153.1,0,PayPal,Clothing,Tablet,Jun,1
86,41,Other,Houston,12.29,4,16,162.16,1,Debit Card,Home,Desktop,Mar,1
87,43,Other,Chicago,26.21,4,16,246.69,0,PayPal,Books,Desktop,Apr,0
88,42,Female,Houston,28.47,5,13,65.33,0,PayPal,Clothing,Desktop,Mar,1
89,62,Female,Los Angeles,6.17,7,10,126.19,0,COD,Sports,Tablet,Jun,1
90,58,Male,Chicago,-6.32,3,9,58.25,1,Debit Card,Sports,Mobile,Mar,1
91,46,Male,Chicago,24.9,6,13,234.6,0,Debit Card,Sports,Tablet,Apr,0
92,32,Other,Chicago,29.58,5,10,106.23,1,PayPal,Sports,Mobile,Feb,1
93,62,Female,Chicago,22.01,5,10,180.88,0,PayPal,Electronics,Mobile,Apr,1
94,18,Other,Houston,12.7,4,12,193.02,1,Debit Card,Home,Desktop,Apr,1
95,42,Male,Chicago,6.33,3,8,115.33,0,Credit Card,Home,Desktop,Apr,1
96,24,Male,Houston,19.93,5,11,191.45,0,COD,Home,Desktop,Mar,1
97,26,Other,Chicago,23.44,7,11,142.9,0,Debit Card,Electronics,Mobile,May,1
98,41,Male,Chicago,9.72,3,17,270.31,0,Debit Card,Home,Tablet,Jun,1
99,18,Female,Los Angeles,17.2,3,10,208.22,0,COD,Electronics,Mobile,Jan,1
100,61,Other,Houston,11.52,5,8,98.48,0,Debit Card,Clothing,Mobile,May,0
101,25,Female,Houston,21.03,2,15,-51.43,1,Debit Card,Books,Tablet,May,1
102,41,Female,Phoenix,-1.47,5,20,186.74,1,Credit Card,Sports,Desktop,Mar,0
103,28,Male,Los Angeles,18.17,4,9,223.92,1,PayPal,Home,Mobile,Jun,1
104,34,Female,Houston,12.07,2,10,161.93,0,COD,Books,Mobile,Mar,1
105,25,Other,Los Angeles,29.66,3,12,77.0,1,Credit Card,Home,Desktop,Apr,1
106,52,Female,Los Angeles,17.5,6,9,86.44,0,Debit Card,Clothing,Mobile,Apr,0
107,52,Female,Los Angeles,20.66,8,15,114.31,1,Debit Card,Clothing,Mobile,Mar,1
108,50,Female,New York,7.45,9,13,273.62,0,Credit Card,Clothing,Mobile,Feb,1
109,22,Female,Houston,13.23,5,16,-126.33,0,Credit Card,Clothing,Mobile,Mar,1
110,59,Female,Los Angeles,18.16,5,18,74.41,1,PayPal,Electronics,Tablet,May,0
111,56,Male,New York,12.12,3,12,105.55,1,Credit Card,Electronics,Desktop,Apr,0
112,58,Other,New York,13.06,6,13,198.46,1,Credit Card,Clothing,Mobile,Mar,1
113,45,Male,Chicago,17.1,4,11,125.91,0,Credit Card,Clothing,Desktop,Jun,1
114,24,Other,Chicago,1.29,4,16,5.19,0,Debit Card,Home,Mobile,May,1
115,26,Other,Houston,10.8,5,12,127.86,0,Debit Card,Clothing,Mobile,Mar,1
116,25,Other,Chicago,21.31,2,11,115.22,1,COD,Home,Tablet,May,1
117,29,Other,Houston,11.85,6,14,162.29,0,Debit Card,Sports,Tablet,Apr,1
118,51,Other,New York,33.69,3,16,258.61,0,COD,Clothing,Mobile,Apr,1
119,50,Female,New York,15.73,7,8,32.42,1,PayPal,Home,Tablet,Mar,1
120,40,Male,Houston,0.18,2,12,232.02,0,PayPal,Clothing,Desktop,Feb,1
121,41,Male,Chicago,18.55,8,14,24.39,0,PayPal,Electronics,Mobile,May,0
122,54,Female,Chicago,6.55,7,14,239.43,0,Debit Card,Electronics,Tablet,Feb,1
123,52,Other,Houston,17.72,4,13,86.53,0,Credit Card,Home,Mobile,Mar,0
124,61,Male,Phoenix,10.47,2,9,49.85,0,PayPal,Home,Mobile,Jun,1
125,57,Female,Chicago,11.0,2,7,160.57,1,PayPal,Electronics,Tablet,Mar,0
126,39,Female,Los Angeles,23.28,10,14,205.69,0,Credit Card,Home,Desktop,Feb,0
127,44,Male,Chicago,2.33,5,10,258.68,0,Credit Card,Sports,Mobile,Jun,1
128,52,Male,Phoenix,11.12,5,13,124.62,1,Debit Card,Home,Desktop,Mar,0
129,18,Other,New York,10.22,3,10,160.51,1,Credit Card,Home,Mobile,Mar,0
130,52,Other,New York,25.7,5,13,79.21,0,PayPal,Clothing,Mobile,May,1
131,54,Male,New York,12.21,5,12,75.45,1,PayPal,Sports,Desktop,Jun,0
132,64,Other,Chicago,7.47,4,9,49.02,0,Debit Card,Electronics,Tablet,Feb,0
133,31,Female,New York,16.85,7,8,281.85,1,Debit Card,Electronics,Desktop,Mar,1
134,20,Other,Phoenix,7.85,2,16,177.24,1,Credit Card,Electronics,Mobile,Apr,0
135,18,Other,Phoenix,9.01,7,8,63.22,1,Debit Card,Books,Mobile,Feb,0
136,22,Female,Chicago,20.52,6,20,58.89,0,PayPal,Clothing,Tablet,Jun,0
137,43,Other,Los Angeles,-7.93,1,14,148.4,0,COD,Books,Desktop,Jun,1
138,31,Female,Chicago,7.29,7,10,159.81,1,Debit Card,Electronics,Tablet,Jun,0
139,56,Other,New York,9.59,4,14,288.86,0,Debit Card,Electronics,Mobile,Jun,1
140,44,Male,Chicago,27.36,4,12,182.8,1,Debit Card,Clothing,Mobile,May,1
141,26,Other,Phoenix,18.56,1,12,166.08,0,Debit Card,Home,Mobile,Jan,1
142,32,Male,Chicago,14.75,5,13,250.78,1,Credit Card,Sports,Tablet,Feb,1
143,32,Male,Chicago,14.17,5,6,114.02,0,COD,Electronics,Desktop,May,0
144,43,Male,Los Angeles,15.99,5,6,126.8,0,Credit Card,Sports,Desktop,Jan,0
145,59,Male,Phoenix,16.96,7,10,140.5,0,Credit Card,Home,Tablet,Feb,1
146,30,Male,Houston,16.0,3,7,156.31,0,PayPal,Home,Tablet,Feb,1
147,49,Female,Houston,30.57,7,10,109.01,1,COD,Clothing,Mobile,Jun,0
148,56,Female,Phoenix,11.49,1,22,106.73,1,PayPal,Home,Desktop,Jan,0
149,49,Female,Houston,16.4,4,19,104.88,0,Debit Card,Sports,Desktop,Feb,1
150,21,Male,New York,15.3,6,12,211.09,0,PayPal,Clothing,Tablet,Mar,0
151,47,Other,Houston,22.51,3,14,109.11,0,Debit Card,Books,Desktop,Feb,1
152,54,Female,New York,9.45,3,9,243.91,0,COD,Electronics,Mobile,Feb,0
153,40,Other,Phoenix,12.07,3,13,152.32,1,COD,Books,Tablet,May,1
154,56,Other,Houston,2.91,3,17,85.37,0,Debit Card,Home,Tablet,Feb,1
155,62,Male,Houston,22.9,6,15,112.37,1,COD,Clothing,Mobile,May,1
156,32,Male,New York,2.82,3,13,128.22,0,COD,Books,Mobile,May,0
157,60,Male,New York,19.32,5,17,88.91,0,Debit Card,Books,Desktop,Apr,1
158,46,Female,Chicago,28.45,8,11,83.16,0,COD,Clothing,Mobile,Apr,1
159,53,Male,Los Angeles,30.41,4,7,306.43,1,PayPal,Clothing,Desktop,Feb,1
160,30,Female,Houston,12.55,5,14,234.24,0,COD,Clothing,Mobile,Jun,1
161,49,Female,Los Angeles,12.23,2,14,180.75,0,PayPal,Home,Desktop,Apr,1
162,24,Female,Los Angeles,14.41,3,13,111.43,1,Debit Card,Books,Tablet,Mar,1
163,39,Female,Houston,22.21,7,13,82.34,0,COD,Clothing,Mobile,Jan,1
164,45,Male,New York,13.94,8,13,223.45,0,Credit Card,Books,Mobile,Mar,1
165,19,Female,Chicago,12.81,5,14,286.18,1,Credit Card,Books,Tablet,May,1
166,59,Male,Phoenix,23.58,5,11,158.91,0,COD,Clothing,Mobile,Apr,1
167,62,Male,Houston,15.35,4,9,96.83,1,COD,Books,Mobile,Jan,0
168,23,Female,Houston,13.78,5,17,81.4,0,Debit Card,Clothing,Tablet,Jun,0
169,45,Male,Phoenix,7.99,2,11,96.04,0,Debit Card,Electronics,Tablet,Jan,1
170,45,Other,Los Angeles,23.22,8,15,297.87,0,Credit Card,Books,Tablet,Feb,1
171,61,Male,Chicago,16.98,5,14,154.46,1,Credit Card,Sports,Mobile,Apr,1
172,61,Male,Los Angeles,14.91,1,15,94.88,0,COD,Sports,Mobile,Feb,0
173,37,Female,Phoenix,0.1,5,9,121.4,0,COD,Clothing,Desktop,Mar,1
174,47,Female,Phoenix,22.64,6,12,215.45,0,PayPal,Electronics,Desktop,Feb,1
175,28,Male,Chicago,5.93,5,8,127.22,0,Credit Card,Sports,Desktop,Jan,0
176,45,Female,Phoenix,18.62,6,13,140.57,1,Debit Card,Sports,Mobile,May,0
177,42,Other,Phoenix,8.77,10,8,-6.85,0,COD,Clothing,Tablet,Jun,0
178,56,Other,Chicago,6.42,4,11,220.12,1,Credit Card,Home,Mobile,Apr,0
179,50,Female,Houston,22.43,7,3,269.65,0,Credit Card,Books,Tablet,Apr,1
180,18,Male,Los Angeles,15.81,4,16,132.95,0,PayPal,Books,Mobile,Mar,0
181,44,Other,Houston,15.33,6,10,186.47,1,COD,Electronics,Desktop,Mar,1
182,30,Other,Houston,30.6,1,5,80.74,0,PayPal,Books,Desktop,Apr,1
183,58,Male,Los Angeles,30.48,5,16,95.71,0,Credit Card,Electronics,Tablet,Jan,1
184,20,Female,Houston,13.02,3,11,138.68,0,PayPal,Books,Mobile,Jun,1
185,56,Other,Chicago,4.54,7,11,7.16,0,Credit Card,Books,Desktop,Jun,0
186,23,Male,Los Angeles,26.31,7,14,198.43,0,COD,Home,Mobile,Feb,1
187,25,Male,New York,4.24,4,12,38.28,1,PayPal,Sports,Desktop,Apr,1
188,44,Other,Houston,18.8,5,10,334.14,1,Debit Card,Books,Tablet,Apr,1
189,26,Female,Phoenix,12.86,7,13,84.2,0,Debit Card,Sports,Mobile,Mar,0
190,54,Other,Los Angeles,15.61,5,6,39.84,1,Debit Card,Clothing,Tablet,Jun,1
191,50,Male,New York,24.81,1,18,158.54,0,Credit Card,Electronics,Desktop,Feb,0
192,59,Other,Phoenix,8.71,6,10,157.21,1,Debit Card,Home,Desktop,Apr,1
193,61,Female,New York,10.13,8,10,221.4,0,PayPal,Home,Desktop,Apr,1
194,41,Male,Houston,21.06,6,12,36.75,0,Credit Card,Electronics,Desktop,Mar,1
195,32,Female,Phoenix,29.31,3,13,178.78,1,Credit Card,Sports,Tablet,Jun,1
196,49,Other,Houston,34.79,7,11,184.88,1,COD,Books,Tablet,Mar,1
197,49,Other,Phoenix,3.39,7,7,85.82,0,Debit Card,Home,Desktop,Mar,1
198,41,Female,Los Angeles,11.64,2,8,119.74,0,COD,Books,Tablet,Jan,0
199,58,Other,Chicago,6.75,5,11,102.55,1,PayPal,Books,Tablet,Jan,1
200,29,Female,Chicago,21.77,7,13,163.33,1,Debit Card,Books,Desktop,Jun,1
201,56,Other,New York,15.49,5,6,138.55,0,Credit Card,Electronics,Desktop,Apr,0
202,19,Female,Phoenix,22.02,6,9,248.39,1,COD,Sports,Tablet,Feb,0
203,20,Female,Houston,11.84,2,7,88.13,0,Credit Card,Clothing,Tablet,May,1
204,54,Male,Los Angeles,20.6,8,16,192.04,0,Credit Card,Home,Tablet,Jan,1
205,34,Male,Los Angeles,13.57,6,13,115.2,1,COD,Clothing,Desktop,Apr,0
206,19,Female,Los Angeles,16.14,5,15,110.46,1,Debit Card,Electronics,Desktop,Jan,0
207,19,Other,Chicago,10.39,7,12,93.86,0,Debit Card,Books,Desktop,Mar,1
208,45,Other,Houston,25.88,7,17,218.08,1,COD,Books,Desktop,Jan,1
209,40,Other,Los Angeles,4.9,5,11,238.11,0,Credit Card,Books,Desktop,Apr,1
210,54,Female,Los Angeles,14.09,7,5,191.31,0,COD,Clothing,Desktop,Feb,1
211,49,Female,New York,29.25,6,9,133.73,1,COD,Books,Mobile,Feb,1
212,50,Female,Phoenix,25.21,8,11,151.66,0,PayPal,Electronics,Desktop,Feb,0
213,18,Female,Phoenix,8.25,8,12,163.73,0,Debit Card,Home,Desktop,Apr,1
214,36,Male,Phoenix,8.66,9,9,198.33,1,COD,Home,Tablet,Feb,1
215,19,Female,New York,19.11,7,11,6.46,1,COD,Home,Desktop,May,0
216,61,Other,Chicago,20.2,0,15,80.54,0,PayPal,Books,Desktop,Jun,1
217,43,Male,New York,24.52,5,13,144.57,1,COD,Electronics,Tablet,Jun,1
218,49,Other,Los Angeles,3.73,8,10,266.66,0,PayPal,Electronics,Tablet,Jan,1
219,23,Female,Houston,25.53,1,7,85.19,0,Debit Card,Books,Desktop,Apr,1
220,49,Male,Los Angeles,7.79,4,14,114.94,0,PayPal,Sports,Mobile,Jun,1
221,21,Female,Los Angeles,25.68,4,14,209.41,1,Credit Card,Home,Desktop,Jan,0
222,28,Male,Houston,2.08,1,17,144.77,1,COD,Clothing,Tablet,Jan,0
223,34,Other,Phoenix,6.09,5,17,91.95,0,PayPal,Home,Desktop,Jan,0
224,55,Female,New York,28.77,3,12,153.86,0,Debit Card,Books,Desktop,Apr,1
225,41,Female,Chicago,29.21,5,13,216.32,0,COD,Electronics,Desktop,Jun,0
226,22,Male,Los Angeles,15.8,2,13,219.91,1,COD,Clothing,Desktop,Mar,1
227,51,Male,Los Angeles,12.37,4,12,158.11,0,PayPal,Clothing,Desktop,Feb,1
228,23,Female,Chicago,14.87,11,13,118.85,0,Credit Card,Electronics,Desktop,Feb,0
229,39,Male,New York,18.32,8,15,102.04,0,PayPal,Home,Mobile,Jun,0
230,28,Female,Los Angeles,19.04,3,5,101.53,0,Debit Card,Books,Tablet,Jan,1
231,33,Male,Chicago,12.64,5,10,131.41,0,PayPal,Electronics,Mobile,Jun,1
232,50,Other,Los Angeles,-0.48,7,10,199.26,1,PayPal,Books,Tablet,May,1
233,26,Male,Phoenix,10.65,5,11,223.68,0,COD,Clothing,Desktop,Mar,1
234,23,Other,Phoenix,2.56,5,15,130.1,1,Credit Card,Home,Desktop,Jan,0
235,33,Male,Los Angeles,21.13,4,9,50.96,0,Credit Card,Books,Tablet,May,1
236,46,Male,Los Angeles,17.95,5,9,270.52,0,Credit Card,Clothing,Desktop,May,0
237,20,Female,Phoenix,14.11,5,14,65.24,0,COD,Books,Mobile,Jan,1
238,37,Male,Los Angeles,12.99,5,16,73.02,1,Debit Card,Electronics,Desktop,Mar,1
239,53,Male,New York,30.73,2,12,101.12,0,Credit Card,Books,Mobile,Jun,1
240,36,Other,New York,24.17,3,15,297.65,0,Credit Card,Sports,Mobile,Mar,1
241,43,Male,Houston,16.64,4,14,64.87,1,Debit Card,Electronics,Tablet,Jan,0
242,20,Female,New York,10.7,6,18,242.41,1,Credit Card,Clothing,Mobile,Mar,0
243,36,Other,Los Angeles,25.32,5,12,216.01,1,Debit Card,Clothing,Tablet,May,1
244,37,Female,Los Angeles,15.88,7,7,149.9,1,COD,Books,Mobile,Jan,1
245,49,Female,Chicago,9.81,0,8,111.7,0,Credit Card,Books,Tablet,Jun,0
246,24,Female,New York,10.28,3,10,166.55,1,COD,Clothing,Mobile,May,0
247,58,Female,Phoenix,20.29,4,10,119.38,0,PayPal,Clothing,Mobile,Mar,0
248,50,Other,Phoenix,22.62,3,11,191.17,1,Debit Card,Home,Mobile,Jun,1
249,57,Male,Houston,20.08,6,14,6.59,0,Credit Card,Clothing,Desktop,Jan,1
250,56,Female,Chicago,20.26,7,9,159.32,0,Credit Card,Books,Mobile,Apr,1
251,35,Other,Phoenix,12.57,6,16,195.41,1,Credit Card,Books,Tablet,Apr,0
252,57,Female,Houston,10.65,5,14,141.41,0,Debit Card,Clothing,Mobile,May,0
253,18,Male,New York,16.19,3,13,118.12,1,PayPal,Clothing,Desktop,Feb,0
254,28,Other,Chicago,14.34,2,13,104.19,0,Credit Card,Sports,Mobile,Jun,1
255,45,Other,Chicago,6.99,6,6,242.03,0,Credit Card,Home,Tablet,Mar,1
256,42,Male,Los Angeles,14.74,7,16,57.1,1,Credit Card,Home,Desktop,May,1
257,40,Other,New York,20.52,6,15,167.79,1,COD,Home,Mobile,Jun,0
258,48,Male,Chicago,11.88,6,13,267.33,1,Debit Card,Electronics,Mobile,Jan,1
259,47,Other,Houston,27.7,4,10,89.47,1,Credit Card,Electronics,Mobile,May,0
260,59,Other,Phoenix,4.99,2,8,329.7,0,PayPal,Electronics,Tablet,May,0
261,52,Male,New York,8.41,7,15,200.57,1,COD,Clothing,Desktop,Feb,1
262,24,Male,New York,10.42,5,9,24.28,1,Debit Card,Clothing,Tablet,May,0
263,33,Other,Chicago,21.58,4,13,102.0,0,Credit Card,Sports,Tablet,Feb,1
264,43,Other,Chicago,16.7,4,14,8.64,0,PayPal,Sports,Tablet,Jun,0
265,19,Male,Chicago,7.91,4,14,98.74,1,COD,Home,Tablet,Jun,1
266,18,Male,Houston,0.02,3,13,25.55,0,PayPal,Home,Mobile,Jun,1
267,29,Other,Los Angeles,5.51,3,16,258.76,1,COD,Electronics,Tablet,Apr,1
268,22,Other,Chicago,0.97,1,8,-4.22,0,PayPal,Electronics,Desktop,Feb,1
269,54,Other,Los Angeles,21.99,4,12,187.27,0,Credit Card,Clothing,Desktop,Apr,1
270,49,Male,Los Angeles,6.53,8,11,86.28,0,Credit Card,Clothing,Mobile,Jun,0
271,26,Other,New York,20.44,1,11,189.01,0,Credit Card,Clothing,Desktop,Jun,1
272,58,Female,Phoenix,19.35,3,13,186.2,1,PayPal,Books,Desktop,Jan,0
273,52,Male,Phoenix,24.53,7,13,141.16,1,PayPal,Electronics,Mobile,Mar,1
274,36,Other,Houston,9.28,2,16,151.54,0,PayPal,Electronics,Desktop,Feb,1
275,33,Male,Houston,18.24,8,4,56.79,0,Debit Card,Home,Tablet,Apr,1
276,20,Female,Phoenix,15.97,7,14,226.92,1,PayPal,Electronics,Tablet,Jan,1
277,37,Male,Phoenix,16.0,8,13,138.44,1,Credit Card,Electronics,Desktop,May,1
278,41,Other,New York,14.85,7,11,188.46,0,Debit Card,Books,Tablet,Feb,1
279,50,Female,New York,21.74,6,11,312.73,0,Debit Card,Sports,Desktop,May,1
280,41,Female,Phoenix,20.86,4,10,110.54,1,PayPal,Electronics,Desktop,Jun,1
281,28,Other,Chicago,14.98,3,8,221.32,0,Debit Card,Books,Mobile,Feb,1
282,25,Other,Chicago,11.32,4,11,132.27,0,PayPal,Books,Tablet,May,0
283,53,Other,New York,10.41,0,18,-14.3,0,PayPal,Books,Desktop,Mar,0
284,55,Male,Los Angeles,15.28,7,8,79.19,0,COD,Home,Tablet,Mar,0
285,57,Male,Phoenix,16.77,4,12,107.72,0,Credit Card,Clothing,Mobile,Apr,1
286,37,Male,Houston,14.27,6,14,298.49,1,COD,Electronics,Mobile,Jun,1
287,52,Other,Chicago,4.67,4,11,128.24,0,COD,Books,Desktop,Feb,1
288,42,Other,Los Angeles,12.56,5,12,-0.39,0,PayPal,Home,Tablet,May,1
289,52,Male,Chicago,10.78,2,16,91.29,1,PayPal,Electronics,Desktop,May,0
290,42,Female,Los Angeles,15.12,2,18,235.66,0,PayPal,Books,Mobile,Apr,1
291,46,Male,Phoenix,35.29,5,12,82.27,0,COD,Electronics,Mobile,Apr,1
292,35,Female,Phoenix,18.44,3,7,94.45,0,Credit Card,Books,Tablet,Jan,0
293,63,Other,Phoenix,25.1,7,13,124.13,1,Credit Card,Electronics,Tablet,Mar,1
294,35,Other,New York,9.53,7,14,143.36,1,Credit Card,Electronics,Mobile,May,0
295,19,Male,Los Angeles,15.18,5,11,164.37,1,COD,Clothing,Tablet,Apr,1
296,52,Male,Houston,24.83,3,10,171.85,0,Debit Card,Electronics,Mobile,Jan,1
297,33,Other,Houston,2.36,1,13,69.01,0,PayPal,Sports,Mobile,May,1
298,58,Male,Phoenix,13.13,7,10,229.69,0,PayPal,Electronics,Tablet,Jun,1
299,53,Other,Houston,19.97,4,11,139.45,0,Credit Card,Clothing,Tablet,Feb,1
300,50,Other,Chicago,14.42,0,8,78.29,1,Debit Card,Clothing,Desktop,May,1
301,21,Female,Los Angeles,10.46,1,10,161.03,0,COD,Sports,Desktop,Jan,1
302,50,Male,Los Angeles,10.91,5,13,240.22,0,Credit Card,Clothing,Desktop,Jan,1
